Time,y_displacement,x_displacement
87,-1.55798900011839,-0.32685163550477
88,-1.34224371266468,-0.328305001038887
89,-1.56880685756357,-0.298318600431308
90,-2.1089775729851,-0.244475510855029
91,-2.74532719948576,-0.18365212226397
92,-3.26042707762204,-0.132724824612047
93,-3.43684854795046,-0.10857000785318
94,-3.12476460164282,-0.122496858171811
95,-2.46912767832813,-0.163254448931993
96,-1.69467829124865,-0.213879000857064
97,-1.02615695364664,-0.257406734670364
98,-0.688304178764364,-0.276873871095229
99,-0.796929305739873,-0.263886196184656
100,-1.20220532574498,-0.229752896123089
101,-1.73041823007263,-0.187065291831029
102,-2.20785401001578,-0.14841470422898
103,-2.46079865686736,-0.126392454237445
104,-2.43904640554951,-0.114326850495533
105,-2.25840659520026,-0.103823679056241
106,-1.99418787343642,-0.104890476960907
107,-1.72169888787477,-0.127534781250868
108,-1.5162482861321,-0.181764128967464
109,-1.34538822104059,-0.304378330687977
110,-1.15891292752237,-0.488705695051518
111,-1.00549417632919,-0.679546506192156
112,-0.9338037382128,-0.821701048243966
113,-0.992513383924965,-0.859969605341016
114,-1.28932428235672,-0.743920290555563
115,-1.79178858634024,-0.510352914464895
116,-2.33835454253894,-0.234915307460623
117,-2.76747039761627,0.00674470006563621
118,-2.91758439823564,0.13897927772227
119,-2.72324050749285,0.129609328210684
120,-2.29213989427895,0.0290667384586253
121,-1.72246661395024,-0.114379845586025
122,-1.11240472186304,-0.25246177797538
123,-0.560138273373644,-0.336910412761561
124,0.00833030462551593,-0.362032932309154
125,0.658457049038663,-0.360008433916753
126,1.2792456002044,-0.339376144037466
127,1.75969959846134,-0.308675289124406
128,1.98882268414808,-0.276445095630679
129,1.93917420709526,-0.229420390475672
130,1.68475174041049,-0.161908356023975
131,1.26671625934779,-0.0938067518965171
132,0.726228739161215,-0.0450133377142217
133,0.104450155104789,-0.0354258730980172
134,-0.755085636428629,-0.0899596406235002
135,-1.87981928560842,-0.195349467210053
136,-3.03505157702381,-0.31422242899428
137,-3.98608329526409,-0.409205602112785
138,-4.49821522491846,-0.442926062702173
139,-4.43793442602559,-0.391009054479337
140,-3.96170704219264,-0.278369860019877
141,-3.26980248336165,-0.141570613748448
142,-2.56249015947465,-0.0171734500897056
143,-2.04003948047365,0.058259496531694
144,-1.63690446256511,0.0761341283749742
145,-1.21957216578766,0.0608252017232416
146,-0.886361565831661,0.0252238631876553
147,-0.735591638387472,-0.017778740620622
148,-0.865581359145472,-0.0552914630904328
149,-1.43892653144456,-0.0951810604840902
150,-2.39008117149117,-0.14604163054237
151,-3.47515157427692,-0.196073038871796
152,-4.45024403479344,-0.233475151078894
153,-5.07146484803236,-0.246447832770189
154,-5.26286397564487,-0.226374912474169
155,-5.18703722096991,-0.181123146453152
156,-4.95790964153064,-0.123616791914403
157,-4.68940629485025,-0.0667801060651907
158,-4.49545223845187,-0.0235373461127798
159,-4.3916870156919,0.0104559104832884
160,-4.30216058822156,0.0438158351945235
161,-4.20341364100629,0.0700257942102382
162,-4.07198685901153,0.082569153719741
163,-3.88442092720273,0.0749292799123416
164,-3.62850541018617,0.0345689176058532
165,-3.31987985131824,-0.0341675106592672
166,-2.97685990368948,-0.112474122109736
167,-2.61776122039046,-0.181545033972266
168,-2.26089945451174,-0.222574363473579
169,-1.84635124746068,-0.229641583167498
170,-1.36190616384356,-0.215283948236211
171,-0.89744924154935,-0.188382249848982
172,-0.542865518467029,-0.157817279175075
173,-0.388040032485548,-0.13246982738375
174,-0.535157417490712,-0.109106051743026
175,-0.924294314889893,-0.0818054248067245
176,-1.40217377385437,-0.0554187106728245
177,-1.81551884355542,-0.0347966734393053
178,-2.01105257316435,-0.0247900772041446
179,-1.92355943502208,-0.028993184046701
180,-1.65522406301442,-0.0441721512349891
181,-1.30386974862996,-0.0649355856499713
182,-0.967319783357331,-0.0858920941726084
183,-0.743397458685116,-0.101650283683864
184,-0.639506853941609,-0.11342131396854
185,-0.590432441467729,-0.124799447105997
186,-0.585068102271067,-0.133967943419029
187,-0.612307717359202,-0.139110063230429
188,-0.661045167739725,-0.138409066862992
189,-0.718959545862567,-0.131261658369393
190,-0.79345493105601,-0.118878997534435
191,-0.903012684645145,-0.102166028279107
192,-1.06611416795506,-0.0820276945243985
193,-1.30124074231084,-0.0593689401912962
194,-1.66990922737349,-0.0276614918863122
195,-2.15979871559295,0.0136979463378818
196,-2.67863397747773,0.0549169643910493
197,-3.13413978353631,0.0862031521829542
198,-3.43404090427722,0.0977640996233629
199,-3.58924251084058,0.0828093715688613
200,-3.66126142288742,0.0478672414129385
201,-3.6337398837075,0.00312336187071565
202,-3.49032013659061,-0.0412366143426842
203,-3.21464442482655,-0.0750270345121429
204,-2.62676909511751,-0.0986804900504714
205,-1.73759931860358,-0.118987416101086
206,-0.817050575231529,-0.135298925544765
207,-0.135038344948111,-0.146966131262287
208,0.0385218922999806,-0.153340146134434
209,-0.483644782870179,-0.153306214120685
210,-1.5215947171608,-0.147296926633854
211,-2.79441553149749,-0.136984417734721
212,-4.02119484680581,-0.124040821484064
213,-4.92102028401146,-0.110138271942662
214,-5.52363465355524,-0.0926353205939567
215,-6.01631287482013,-0.0704172113974263
216,-6.35444073214478,-0.0474461171279124
217,-6.49340400986789,-0.0276842105602562
218,-6.38858849232812,-0.0150936644692974
219,-5.84342787018201,-0.0116349087128572
220,-4.88766495387039,-0.014666494774375
221,-3.81614920740853,-0.02124777786712
222,-2.92373009481172,-0.0284381132043605
223,-2.50525708009514,-0.0332968559993661
224,-2.84018826138091,-0.0327060516754779
225,-3.73195732932554,-0.0286261300905165
226,-4.76137713674591,-0.0257340231094698
227,-5.50926053645884,-0.0287066625973256
228,-5.55642038128129,-0.0422209804190717
229,-4.57265296006157,-0.0731223142223931
230,-2.83741637092172,-0.118292709430633
231,-0.846016180589242,-0.167464159572263
232,0.906242044208285,-0.21036865817575
233,1.92405273674347,-0.23673819876957
234,2.00551127811367,-0.240280656949544
235,1.48082137947055,-0.227841370363361
236,0.652839969167987,-0.208858525617281
237,-0.175576024440064,-0.192770309317569
238,-0.701569672999782,-0.189014908070485
239,-0.912392561421436,-0.208660475744283
240,-1.00994930860766,-0.245414887934791
241,-1.01336253719293,-0.282675913839626
242,-0.941754869811772,-0.303841322656405
243,-0.814248929098662,-0.292308883582749
244,-0.572824535130252,-0.227968290322614
245,-0.204733272816853,-0.121887696744248
246,0.202994587956468,-0.00423256229172299
247,0.563328777304638,0.0948316535908894
248,0.789239025342617,0.145139491459526
249,0.850760982124068,0.136142043339622
250,0.80591482757237,0.0879496155272205
251,0.699647086607004,0.0163855699841679
252,0.576904284147469,-0.0627267313276863
253,0.482632945113239,-0.133563926446502
254,0.422776690968985,-0.203917569906396
255,0.367371171768376,-0.284336569681937
256,0.307500955314425,-0.363133593971939
257,0.234250609410147,-0.428621310975217
258,0.138704701858551,-0.469112388890588
259,-0.00382379110723817,-0.482274565274543
260,-0.187391248022572,-0.475899394661204
261,-0.374967133237124,-0.453485270715835
262,-0.529520911100568,-0.418530587103703
263,-0.614022045962589,-0.374533737490068
264,-0.561703616743572,-0.310146517414126
265,-0.397252647210388,-0.223036664432361
266,-0.220819518982468,-0.130226485235991
267,-0.132554613679244,-0.0487382865162318
268,-0.232608312920134,0.0044056250357058
269,-0.647323974171717,0.022312283445994
270,-1.30993467635441,0.0163298931754436
271,-2.0309253832683,-0.00320209681520823
272,-2.6207810587135,-0.0259442375652211
273,-2.88998666649016,-0.0415570801138591
274,-2.70824378351188,-0.0478437045772985
275,-2.20189576724525,-0.0516970769293659
276,-1.56639025231982,-0.0564125769957933
277,-0.997174873365196,-0.0652855846023124
278,-0.689697265010881,-0.0816114795746553
279,-0.721206551820434,-0.110260233947657
280,-0.961404310707477,-0.149034927837497
281,-1.29441685482672,-0.190630603191922
282,-1.60437049733286,-0.227742301958678
283,-1.77539155138062,-0.253065066085512
284,-1.6775979970986,-0.269253275962577
285,-1.38823895905031,-0.281176903624711
286,-1.10213746704285,-0.28485437848668
287,-1.01411655088334,-0.276304129963256
288,-1.31899924037885,-0.251544587469206
289,-2.33480702251831,-0.196052093216473
290,-3.9316578774304,-0.112481027595206
291,-5.63251957463164,-0.0226168772874978
292,-6.96035988363857,0.0517548710245592
293,-7.43814657396781,0.0888487306588788
294,-6.71352664243078,0.0742017694968017
295,-5.1045215760164,0.0223376453263868
296,-3.13966087950753,-0.0450492436743789
297,-1.3474740576871,-0.106264499327505
298,-0.256490615337862,-0.139613723455009
299,-0.0438163921043988,-0.13634987414302
300,-0.357098384798115,-0.110935883510194
301,-0.93067783395226,-0.0764923144273367
302,-1.49889598010002,-0.0461397297652525
303,-1.79609406377468,-0.0329986923947425
304,-1.7757715974924,-0.0391190482180446
305,-1.61503442089771,-0.0557537553212895
306,-1.38363326521629,-0.0798280448511232
307,-1.15131886167387,-0.10826714795419
308,-0.987841941496136,-0.137996295777138
309,-0.897547987581443,-0.17404586188914
310,-0.833936512445983,-0.218465692192435
311,-0.790489291742239,-0.263710226333259
312,-0.760688101122687,-0.302233903957845
313,-0.738014716239807,-0.326491164712433
314,-0.699993824978946,-0.332633249342774
315,-0.650970910238447,-0.325690531418044
316,-0.624658940190294,-0.311436149819614
317,-0.654770883006464,-0.295643243428855
318,-0.77501970685894,-0.284084951127136
319,-1.02892516909704,-0.279283733193911
320,-1.39401195760612,-0.277390830374932
321,-1.80500043636219,-0.274622552251021
322,-2.19661096934126,-0.267195208402998
323,-2.50356392051932,-0.251325108411685
324,-2.71840898390652,-0.222442896144056
325,-2.88466591685216,-0.183071031879566
326,-3.01351017834109,-0.140063549817749
327,-3.11611722735816,-0.100274484158141
328,-3.20366252288825,-0.0705578691002772
329,-3.32523895488566,-0.0500437121404868
330,-3.47339621736049,-0.0341626571457496
331,-3.57449497538126,-0.0242196928715652
332,-3.55489589401651,-0.0215198080734331
333,-3.34095963833477,-0.027367991506852
334,-2.72513171365797,-0.0446952762466332
335,-1.75650500994045,-0.0726316697891109
336,-0.746411269199281,-0.106780622522069
337,-0.00618223345152902,-0.14274558483329
338,0.152850355285742,-0.176130007110558
339,-0.561642844428222,-0.213136062379295
340,-1.94210733791541,-0.25669478371431
341,-3.55004911301462,-0.297502911577474
342,-4.94697415756466,-0.326257186430659
343,-5.6943884594043,-0.333654348735739
344,-5.58907798046844,-0.310864070589696
345,-4.92337206219779,-0.264088525017947
346,-4.00209176169021,-0.20657320387502
347,-3.13005813604355,-0.151563599015445
348,-2.61209224235568,-0.11230520229375
349,-2.58022084960654,-0.0859752207055667
350,-2.83122991973094,-0.0637433263478795
351,-3.16707929925884,-0.0498437087272345
352,-3.38972883472022,-0.0485105573501771
353,-3.30113837264503,-0.0639780617232517
354,-2.76399262738658,-0.113733730179251
355,-1.91031836792488,-0.194954769713809
356,-0.946088522729992,-0.281409917827741
357,-0.077276020271998,-0.346867912021861
358,0.490146210979022,-0.365097489796985
359,0.721934901331445,-0.315996426896282
360,0.755405336431919,-0.217052231652536
361,0.641922420818017,-0.0984182404510039
362,0.432851059027317,0.00975221032306136
363,0.179556155597411,0.0773057842844034
364,-0.209696444913475,0.0948039627880997
365,-0.769150012197037,0.0823489700909795
366,-1.36120331309067,0.0540985841604428
367,-1.84825511443178,0.0242105829638902
368,-2.09270418305776,0.00684274446872305
369,-2.0175869250883,0.00676328144060454
370,-1.71463749596511,0.0145336752346024
371,-1.29930128650871,0.023001606702217
372,-0.887023687539623,0.0250147566949492
373,-0.593250089878379,0.0134208060642999
374,-0.401848364869655,-0.0111947629884358
375,-0.235854918633136,-0.0440637376975935
376,-0.119467944151736,-0.086064341365115
377,-0.0768856344083649,-0.138074797292941
378,-0.13230618238593,-0.200973328783012
379,-0.330297503548927,-0.295773896482489
380,-0.654727469242087,-0.421891018190073
381,-1.03874420626867,-0.547803752935032
382,-1.41549584143193,-0.641991159746636
383,-1.71813050153511,-0.672932297654153
384,-1.95499604450863,-0.613834073879464
385,-2.17066038581695,-0.485710449069716
386,-2.35260173856452,-0.328751062392101
387,-2.48829831585581,-0.183145553013811
388,-2.56522833079528,-0.0890835601020393
389,-2.58917471298386,-0.0576449783974431
390,-2.56848532035191,-0.0620367151219039
391,-2.49448575849802,-0.0856389281644145
392,-2.35850163302083,-0.111831775413968
393,-2.15185854951897,-0.123995414759555
394,-1.80587999460408,-0.121294698001125
395,-1.3263488978771,-0.114809519879347
396,-0.816280029420514,-0.105792602694303
397,-0.378688159316791,-0.0954966687460763
398,-0.11658805764841,-0.0851744403347503
399,-0.107610252460049,-0.0732006515912518
400,-0.283078230363413,-0.0587401543155264
401,-0.52654619929143,-0.0442308473111815
402,-0.721568367177028,-0.0321106293818246
403,-0.751698941953132,-0.0248173993310632
404,-0.535285912257868,-0.0263414664822895
405,-0.149959806135942,-0.0350575649664324
406,0.281801359369811,-0.0449802307984018
407,0.63751956721656,-0.0501239999931083
408,0.79471680036147,-0.0445034085654624
409,0.654747413337429,-0.0149872819544934
410,0.29926341750631,0.0344340705164039
411,-0.123766718931178,0.084063887005775
412,-0.466374527774327,0.114205405672166
413,-0.580591540822426,0.105161864674125
414,-0.349206901689036,0.032249961969061
415,0.129133744158717,-0.091399127882056
416,0.678614112141138,-0.228760451815342
417,1.12341791767853,-0.342809056766912
418,1.2877288761912,-0.396519989672882
419,1.04456411628801,-0.366695841120207
420,0.511134494355409,-0.278019913151468
421,-0.122085682519859,-0.16528831988625
422,-0.664622107251036,-0.0632971754441342
423,-0.926000472751363,-0.0068425939447056
424,-0.793959407362544,-0.0103908917703885
425,-0.395481782475718,-0.050744659508134
426,0.101040344421598,-0.10620442258429
427,0.527214915841892,-0.155070706425206
428,0.714649874297642,-0.175644036457229
429,0.586473509771388,-0.157877219926051
430,0.254947193921447,-0.116236573214104
431,-0.164621508225932,-0.0657928854528564
432,-0.556925031644498,-0.021616945773776
433,-0.806655811307991,0.00122045669166865
434,-0.902036585810732,-0.00628558955456476
435,-0.919939065170193,-0.0340878917581666
436,-0.878029141494956,-0.0686790826720672
437,-0.793972706893609,-0.0965517950491975
438,-0.685435653474743,-0.104198661642488
439,-0.506282038723711,-0.0819574214343863
440,-0.244734601234799,-0.0388329859229379
441,0.0300027452200464,0.0106812533655263
442,0.248726086868881,0.0520919049046755
443,0.342231509939759,0.0709055771681783
444,0.222866819019435,0.0567733238110687
445,-0.0632320433774658,0.0193574058508986
446,-0.384586784131054,-0.0258187571948778
447,-0.609719110121446,-0.0632317458088065
448,-0.607150728228755,-0.0773581404734332
449,-0.217785181136678,-0.0544434380287839
450,0.470725335741529,-0.00483658481982674
451,1.2197361364314,0.0508306644134731
452,1.79060253495846,0.0919265549311511
453,1.94467984534827,0.0978193319932425
454,1.47468445335547,0.0545076660437294
455,0.539712816296344,-0.0242539397574144
456,-0.549309644461029,-0.117463491076157
457,-1.48145750754859,-0.204118993578468
458,-1.94580535159825,-0.263218452930313
459,-1.76487482393033,-0.294028658413746
460,-1.14594953879016,-0.310550939584783
461,-0.355247025197391,-0.313885112520355
462,0.341015187828331,-0.305130993297398
463,0.67661957126734,-0.285388397992846
464,0.549474439868153,-0.241550062624157
465,0.13705814631049,-0.172882776473376
466,-0.407491781528317,-0.0990474355143138
467,-0.931037815770942,-0.0397049357207795
468,-1.28044242854004,-0.0145161730665831
469,-1.43300872184493,-0.039772882109253
470,-1.49082838093712,-0.102367798866253
471,-1.48794675280274,-0.177863321501282
472,-1.45840918442789,-0.241821848178041
473,-1.4362610227987,-0.269805777060231
474,-1.42245825431245,-0.248104131951857
475,-1.39430398097841,-0.193008647410451
476,-1.35036422320062,-0.125085787730009
477,-1.28920500138314,-0.0649020172045273
478,-1.20939233593001,-0.0330238001280045
479,-1.07344915658126,-0.0394722924426545
480,-0.882331449734195,-0.0705365179524826
481,-0.692254820778767,-0.111184742744159
482,-0.559434875104923,-0.146385232904356
483,-0.540087218102606,-0.161106254519741
484,-0.651834643669968,-0.147801297994805
485,-0.857200081547061,-0.116491519271764
486,-1.12974934088664,-0.0784966827438912
487,-1.44304823084145,-0.0451365528044581
488,-1.77066256056424,-0.0277308938467378
489,-2.17959659844119,-0.0327693062227886
490,-2.68747313837045,-0.0527052803370972
491,-3.19378577777279,-0.0778044156615718
492,-3.59802811406899,-0.0983323116681208
493,-3.79969374467983,-0.104554567828652
494,-3.722653031723,-0.0930060190739967
495,-3.43391024358462,-0.0701762657562141
496,-3.0476598370882,-0.0412630554790608
497,-2.67809626905728,-0.0114641358462939
498,-2.43941399631538,0.0140227455383293
499,-2.33563113080167,0.037634259100317
500,-2.29061803463385,0.0628355699088382
501,-2.29834753990308,0.0859716723256357
502,-2.35279247870053,0.103387560712452
503,-2.44792568311737,0.111428229431031
504,-2.69021050186524,0.10700068858631
505,-3.08366504688334,0.0925416086037932
506,-3.46859429510423,0.0726904743260748
507,-3.68530322346049,0.0520867705957503
508,-3.57409680888468,0.0353699822554152
509,-2.95502944757892,0.0195543390248459
510,-1.93456448825482,0.00154685100898085
511,-0.782620336609216,-0.0141738263718483
512,0.230884601661061,-0.0231290376973102
513,0.836031920859173,-0.020840127547074
514,0.900993285264278,0.000656839536459022
515,0.6057142986742,0.0383760932730679
516,0.147937464670347,0.0803717304763547
517,-0.274594713165878,0.114697847959922
518,-0.464139731253058,0.129408542537372
519,-0.357047962727994,0.118174427957455
520,-0.0851477433115951,0.0889594396777679
521,0.256086486701273,0.0512576570751885
522,0.571180287015746,0.0145631595265949
523,0.764659217336954,-0.0116299735911343
524,0.839439296620321,-0.0246317514015808
525,0.859170151729064,-0.0307715601559944
526,0.819477754230098,-0.0340843861690084
527,0.715988075690343,-0.0386052157552557
528,0.544327087676724,-0.0483690352293691
529,0.239692741961387,-0.0704860160026416
530,-0.194998942500272,-0.10226616719865
531,-0.662544893366498,-0.133044231700456
532,-1.06574203829554,-0.152154952391124
533,-1.30738730494564,-0.148933072153716
534,-1.37204631542422,-0.108338154952036
535,-1.32452111795908,-0.037480372197374
536,-1.18796327938915,0.0410796220559723
537,-0.98552436655337,0.104781173753706
538,-0.74035594629067,0.131063628841528
539,-0.397599815522009,0.106852645641349
540,0.0581784036452198,0.0471886601893608
541,0.544691406592494,-0.0283168149972895
542,0.97965188870129,-0.100052267401456
543,1.28077254535308,-0.148406184505992
544,1.43520767223999,-0.175027943405479
545,1.49781547244101,-0.192991885778006
546,1.48786450241801,-0.199823945981716
547,1.42462331863287,-0.19305005837475
548,1.32736047754748,-0.170196157315252
549,1.18887218610667,-0.116229996140397
550,0.996312740002524,-0.0328009519447599
551,0.76048782881777,0.0575426052774286
552,0.492203142135153,0.132252305531938
553,0.20226436953742,0.168779778824536
554,-0.177195656568721,0.154643047806521
555,-0.653380729238404,0.104874359140709
556,-1.12449009708175,0.0381966788501625
557,-1.48872300870888,-0.026667027042055
558,-1.64427871272991,-0.0709937925128793
559,-1.51073970482655,-0.0958198811629521
560,-1.15597315259204,-0.113627270340977
561,-0.700605312503851,-0.122861564646002
562,-0.26526244103947,-0.121968368677078
563,0.0294292053236135,-0.109393287033253
564,0.157063665518269,-0.0742378217128356
565,0.198058443862789,-0.0175382363164593
566,0.192022481957939,0.0443577221533379
567,0.178564721404483,0.0951023066940185
568,0.197294103803187,0.118347770303045
569,0.261289791495331,0.102954744418876
570,0.344145823413738,0.0598217270432016
571,0.426243456046486,0.00565777101833813
572,0.487963945881653,-0.0428280708133967
573,0.509688549407315,-0.0689267456096844
574,0.491819315509398,-0.0671533353556066
575,0.447435406529176,-0.0486472086127047
576,0.37593374913777,-0.0216357424033643
577,0.276711270006307,0.00565368625002938
578,0.149164895805915,0.0249937003250902
579,-0.0441735461871409,0.0359783662554874
580,-0.302902007086933,0.0440926020561429
581,-0.570818227807884,0.0499453080765572
582,-0.79171994926442,0.054145384666231
583,-0.909404912370963,0.0573017321746653
584,-0.883406813687928,0.0612427801474118
585,-0.751193825939021,0.065562595018136
586,-0.573465404283646,0.0675185324685108
587,-0.410921003881208,0.0643679481802096
588,-0.324260079891115,0.0533681978349061
589,-0.348044052598373,0.0262313648841326
590,-0.441806618563387,-0.0152141211265587
591,-0.553705647358625,-0.0585363853744681
592,-0.631899008556555,-0.0913035530368966
593,-0.624544571729646,-0.101083749291145
594,-0.449510742503904,-0.076640799375715
595,-0.141358941164356,-0.0262626198390713
596,0.176713440728008,0.0331965271765355
597,0.381509011612201,0.0848823795288552
598,0.349830379927241,0.111940675075637
599,-0.074139338889247,0.10737648037888
600,-0.808268550463273,0.0824259702000819
601,-1.61883192795127,0.0475815446962499
602,-2.27210414450967,0.0133356040243921
603,-2.53435987329491,-0.00981945165848295
604,-2.22561112933265,-0.0206386813892308
605,-1.50167479718524,-0.0261170186058543
606,-0.632532854314249,-0.0281218747530759
607,0.111832721818736,-0.028520661275618
608,0.461439953752135,-0.0291807896182032
609,0.273299030798912,-0.0299839147839569
610,-0.272602062066594,-0.0296850958097308
611,-0.961778608813725,-0.0284618501908367
612,-1.57974589341183,-0.0264916954225863
613,-1.91201919983023,-0.0239521490002916
614,-1.89271506248875,-0.0223179226965807
615,-1.66482329207443,-0.0214706715145787
616,-1.32716908695767,-0.0191983277953434
617,-0.978577645508859,-0.0132888238799327
618,-0.717874166098387,-0.00153009210940474
619,-0.486699004074184,0.0206606765862738
620,-0.219168693856028,0.0518087704344741
621,-0.00282270242195842,0.085039975830148
622,0.0747995032499933,0.113480079168247
623,-0.0738415438181981,0.130254866843723
624,-0.595327197695652,0.133112885915839
625,-1.43129781373035,0.126636945454623
626,-2.36188136081861,0.114204224871188
627,-3.16720580785679,0.0991919035766435
628,-3.62739912374119,0.0849771609821013
629,-3.62826996960329,0.0683984216262798
630,-3.31639969951214,0.0472042325684395
631,-2.86307532177067,0.0261369570005001
632,-2.43958384468181,0.00993895811438095
633,-2.21721227654852,0.00335259910200155
634,-2.25885138058568,0.0104375601601656
635,-2.45030981792472,0.0280322658275944
636,-2.69725144374319,0.0500471958090805
637,-2.90534011321868,0.0703928298094164
638,-2.98023968152876,0.0829796475333942
639,-2.8467751328222,0.0866497336206897
640,-2.56783723031392,0.0854627682681069
641,-2.25618849778083,0.0811556245161352
642,-2.02459145899975,0.0754651754052625
643,-1.98580863774759,0.0701282939759798
644,-2.28082791579886,0.0539729655179451
645,-2.83447427730224,0.0258412746708364
646,-3.43526589959601,0.00249124350016144
647,-3.87172096001847,0.000680894071426658
648,-3.93235763590777,0.03716824845014
649,-3.45784773675636,0.142907853967506
650,-2.58917914433891,0.306727695913154
651,-1.56534414441662,0.482195953290315
652,-0.625335022750669,0.622880805102225
653,-0.00814406510260071,0.682350430352064
654,0.241026536507088,0.628814495710944
655,0.281504972585865,0.493227548510074
656,0.18109453116476,0.323275088742793
657,0.00759850027473645,0.166642616402424
658,-0.171179832053146,0.0710156314823603
659,-0.441015791156649,0.0528688353122874
660,-0.847111569056354,0.080411894563311
661,-1.26080417774577,0.12893275724086
662,-1.5534306292184,0.173719371350375
663,-1.59632793546765,0.190059684897274
664,-1.28511307483189,0.170901957028993
665,-0.705561372648902,0.132720889075251
666,-0.0142473614110773,0.0860940923148968
667,0.632254426389251,0.0415991780267771
668,1.07736945825947,0.00981375748975753
669,1.33744813819997,-0.0100540536264262
670,1.51687348787232,-0.0250559961743373
671,1.59111990127614,-0.034004243658596
672,1.53566177241102,-0.0357109695838203
673,1.3259734952766,-0.0289883474546281
674,0.868631766461467,-0.00915644125482611
675,0.179986989966038,0.0229928646853242
676,-0.59982587909278,0.0604396663415411
677,-1.3306718855981,0.0961640596895445
678,-1.87241607443274,0.12314614070504
679,-2.22756079745821,0.141191758388309
680,-2.48952935808571,0.154980848755539
681,-2.6545682285233,0.164804638306317
682,-2.71892388097895,0.170954353540233
683,-2.67884278766064,0.173721220956871
684,-2.50082853465073,0.174409799491855
685,-2.18738347381064,0.17282593814546
686,-1.78875222601673,0.167012798514253
687,-1.3551794121454,0.155013542194796
688,-0.936909653073169,0.13487133078366
689,-0.459962142127786,0.099329813580725
690,0.109159534608229,0.0496935495216261
691,0.659484167126745,-0.00315293534347576
692,1.08004054541962,-0.0483251149644205
693,1.25985745947855,-0.0749384632910294
694,1.13110276029124,-0.0785799024160034
695,0.767757254529877,-0.0665057830394535
696,0.271569165712925,-0.0453357220223384
697,-0.2557132826412,-0.0216893362256128
698,-0.712341867013848,-0.0021862425102425
699,-1.13166366381235,0.0131186188571647
